stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
4477,4477,"NB RADCLIFFE DR @ 12 AV SE",,  51.045350,-113.992943,,,0
4478,4478,"EB 11 AV@26 ST SE",,  51.042815,-113.999671,,,0
4479,4479,"NB 25 ST@14 AV SE",,  51.040796,-114.000187,,,0
4480,4480,"NB 28 ST@16 AV SE",,  51.039936,-113.992980,,,0
4481,4481,"WB 16 AV@ROBSON CR SE",,  51.039433,-113.991286,,,0
4482,4482,"NB 28 ST@30 AV SE",,  51.029362,-113.992110,,,0
4483,4483,"SB DOVER RDG DR@DOVERTHORN WY SE",,  51.019538,-113.987855,,,0
4484,4484,"WB DOVER RDG DR@33 ST SE",,  51.020832,-113.985731,,,0
4485,4485,"WB DOVER RDG DR@DOVER MDW CL SE",,  51.021180,-113.979020,,,0
4486,4486,"SB 41 ST@26 AV SE",,  51.030180,-113.974341,,,0
4487,4487,"SB 39 ST@30 AV SE",,  51.026509,-113.977076,,,0
4488,4488,"WB 30 AV@41 ST SE",,  51.026935,-113.974766,,,0
4489,4489,"SB 41 ST@DOVERVILLE CR SE",,  51.028517,-113.974363,,,0
4490,4490,"SB 44 ST@23 AV SE",,  51.032958,-113.970122,,,0
4491,4491,"SB 44 ST@21 AV SE",,  51.034379,-113.970115,,,0
4492,4492,"SB 44 ST@14 AV SE",,  51.040604,-113.970108,,,0
4493,4493,"SB 44 ST@8 AV SE",,  51.044850,-113.970117,,,0
4494,4494,"SB 44 ST@4 AV SE",,  51.048996,-113.970117,,,0
4495,4495,"WB TEMPLE DR @ TEMPLEWOOD RD NE",,  51.091552,-113.954194,,,0
4496,4496,"WB TEMPLE DR @ TEMPLEMONT DR NE",,  51.092336,-113.949457,,,0
4497,4497,"EB TEMPLE DR@60 ST NE",,  51.084754,-113.946029,,,0
4498,4498,"EB TEMPLE DR@56 ST NE",,  51.085108,-113.951661,,,0
4499,4499,"EB WHITEHORN DR@48 ST NE",,  51.085486,-113.963775,,,0
4500,4500,"EB WHITEHORN DR@WHITEVIEW RD NE",,  51.084867,-113.965887,,,0
4501,4501,"EB WHITEHORN DR@WHITLOCK PL NE",,  51.084971,-113.973378,,,0
4502,4502,"EB WHITEHORN DR@38 ST NE",,  51.084958,-113.978091,,,0
4503,4503,"WB 19 AV@9 ST SE",,  51.036267,-114.039498,,,0
4504,4504,"WB 19 AV@11 ST SE",,  51.036272,-114.037229,,,0
4505,4505,"NB 11 ST@26 AV SE",,  51.031174,-114.036584,,,0
4506,4506,"NB OGDEN RD @ BONNYBROOK RD SE",,  51.028147,-114.030744,,,0
4507,4507,"NB OGDEN RD @ N OF 34 AV SE",,  51.025359,-114.030751,,,0
4508,4508,"NB OGDEN RD @ 38 AV SE",,  51.020557,-114.030103,,,0
4509,4509,"WB OGDEN RD@15A ST SE",,  51.018665,-114.024334,,,0
4510,4510,"WB OGDEN RD@16A ST SE",,  51.018681,-114.020368,,,0
4511,4511,"NB OGDEN RD @ 17A ST SE",,  51.017686,-114.017323,,,0
4512,4512,"NB OGDEN RD @ 50 AV SE",,  51.004235,-114.012270,,,0
4513,4513,"NB OGDEN RD @ MILLICAN RD SE",,  51.000435,-114.010348,,,0
4514,4514,"PANATELLA BV@ PANORA GA NW",,  51.168273,-114.095314,,,0
4516,4516,"PANATELLA BV@PANORA HT NW",,  51.167306,-114.098021,,,0
4517,4517,"WB 62 AV@17A ST SE",,  50.997779,-114.018344,,,0
4518,4518,"PANATELLA BV@ HIDDEN CREEK BV NW",,  51.164992,-114.098996,,,0
4519,4519,"NB 19 ST@CRESTWOOD RD SE",,  50.995683,-114.013433,,,0
4520,4520,"NB 19 ST@66 AV SE",,  50.994496,-114.013424,,,0
4521,4521,"NB 20A ST@LYNNDALE RD SE",,  50.990021,-114.010091,,,0
4522,4522,"WB 76 AV@24 ST SE",,  50.985099,-114.002313,,,0
4523,4523,"NB 20A ST@76 AV SE",,  50.985415,-114.010074,,,0
4524,4524,"WB 76 AV@21A ST SE",,  50.985118,-114.007969,,,0
4525,4525,"WB 76 AV@22A ST SE",,  50.985108,-114.005120,,,0
4526,4526,"EB 76 AV @ 24 ST SE",,  50.984967,-114.001039,,,0
4527,4527,"EB 76 AV @ 21A ST SE",,  50.984987,-114.006724,,,0
4528,4528,"76 AV @ 20A ST SE",,  50.984981,-114.009617,,,0
4529,4529,"SB 20A ST@74 AV SE",,  50.986518,-114.010274,,,0
4530,4530,"NB CE ST@64 AV NE",,  51.111211,-114.062258,,,0
4532,4532,"PANATELLA BV@PANTEGO LN NW",,  51.163525,-114.095712,,,0
4534,4534,"SB OGDEN RD@42 AV SE",,  51.015052,-114.015296,,,0
4535,4535,"SB OGDEN RD@17 A ST SE",,  51.016997,-114.017125,,,0
4536,4536,"EB OGDEN RD@16A ST SE",,  51.018522,-114.020122,,,0
4537,4537,"EB OGDEN RD@14A ST SE",,  51.018559,-114.026152,,,0
4538,4538,"SB OGDEN RD@HIGHFIELD BV SE",,  51.019618,-114.029963,,,0
4539,4539,"SB OGDEN RD@N OF 34 AV SE",,  51.024988,-114.031003,,,0
4540,4540,"SB OGDEN RD@BLACKFOOT TR SE",,  51.029142,-114.031294,,,0
4541,4541,"EB 26 AV@PORTLND ST SE",,  51.030518,-114.033431,,,0
4542,4542,"SB 8 ST@11 AV SE",,  51.039843,-114.041809,,,0
4543,4543,"SB 8 ST@17 AV SE",,  51.037557,-114.041413,,,0
4544,4544,"SB SPILLER RD@20 AV SE",,  51.035844,-114.041608,,,0
4545,4545,"NB CE ST@56 AV NE",,  51.103064,-114.062317,,,0
4548,4548,"62 AV @ 19 ST SE",,  50.997765,-114.014639,,,0
4550,4550,"NB SOUTHPORT RD@S OF SOUTHLND DR SW",,  50.963143,-114.072155,,,0
4551,4551,"NB SOUTHPORT RD@99 AV SW",,  50.961594,-114.072423,,,0
4552,4552,"NB CE ST@40 AV NE",,  51.089104,-114.062317,,,0
4553,4553,"SB SOUTHPORT RD@SOUTHPORT WY SW",,  50.959162,-114.072320,,,0
4554,4554,"SB SOUTHPORT RD@99 AV SW",,  50.960620,-114.073069,,,0
4555,4555,"NB CE ST@17 AV NE",,  51.067759,-114.062342,,,0
4556,4556,"NB CE ST@4 AV SW",,  51.049146,-114.062593,,,0
4557,4557,"WB 44 AV@38 ST NE",,  51.091222,-113.978926,,,0
4558,4558,"WB 44 AV@38 ST NE",,  51.092196,-113.975891,,,0
4559,4559,"WB 44 AV@WHITERDG WY NE",,  51.092544,-113.968826,,,0
4560,4560,"WB 44 AV@49 ST NE",,  51.091694,-113.963454,,,0
4561,4561,"EB CASTLERDG BV@E OF WESTWINDS DR NE",,  51.100353,-113.961972,,,0
4562,4562,"EB CASTLERDG BV@54 AV NE",,  51.103193,-113.968787,,,0
4563,4563,"EB FALCONRDG DR@FALCONRDG CR NE",,  51.098591,-113.951988,,,0
4564,4564,"EB 5 AV@2 ST SW",,  51.048424,-114.066763,,,0
4565,4565,"EB FALCONRDG DR@FALCONRDG CR NE",,  51.099314,-113.947654,,,0
4566,4566,"EB 5 AV@6 ST SW",,  51.048679,-114.075494,,,0
4567,4567,"NB 6 ST@7 AV SW",,  51.046734,-114.076130,,,0
4568,4568,"EB 9 AV@W OF 9 ST SW",,  51.045120,-114.084265,,,0
4577,4577,"WB HERITAGE DR@10 ST SW",,  50.979640,-114.088714,,,0
4578,4578,"WB HERITAGE DR@CHURCHL DR SW",,  50.979653,-114.092831,,,0
4579,4579,"EB HERITAGE DR@10 ST SW",,  50.979491,-114.087769,,,0
4581,4581,"WB 6 AV@8 ST SW",,  51.048093,-114.081581,,,0
4582,4582,"WB 6 AV@5 ST SW",,  51.047852,-114.074447,,,0
4583,4583,"WB 6 AV@2 ST SW",,  51.047672,-114.068694,,,0
4584,4584,"SB CE ST@5 AV SW",,  51.047843,-114.063004,,,0
4585,4585,"SB CE ST@16 AV NW",,  51.066355,-114.062645,,,0
4586,4586,"SB CE ST@40 AV NW",,  51.088284,-114.062612,,,0
4587,4587,"SB CE ST@NORTHMT DR NW",,  51.102287,-114.062552,,,0
4588,4588,"SB CE ST@64 AV NW",,  51.109826,-114.062617,,,0
4589,4589,"SB CE ST@78 AV NW",,  51.121818,-114.071632,,,0
4590,4590,"SB CE ST@N OF BEDDINGTON BV NW",,  51.126378,-114.071629,,,0
4591,4591,"SB HRVST HLS BV@CNTRY HLS RD NW",,  51.143313,-114.068298,,,0
4592,4592,"SB HRVST HLS BV@PANAMT GA NW",,  51.155699,-114.069758,,,0
4593,4593,"SB CNTRY VLGE LI@CNTRY VLGE WY NE",,  51.157378,-114.067849,,,0
4594,4594,"NB 37 ST@54 AV SW",,  51.004559,-114.140885,,,0
4595,4595,"NB 37 ST@61 AV SW",,  50.999046,-114.140897,,,0
4596,4596,"NB 37 ST@LAW DR SW",,  50.996617,-114.140903,,,0
4597,4597,"WB 66 AV@LETHBRDG CR SW",,  50.994630,-114.140170,,,0
4598,4598,"WB 66 AV@LEGARE DR SW",,  50.994647,-114.126957,,,0
4599,4599,"WB 66 AV@LAUREL CR SW",,  50.994644,-114.123550,,,0
4600,4600,"WB 66 AV@LIONEL CR SW",,  50.994654,-114.120300,,,0
4601,4601,"EB 63 AV @ LACOMBE WAY SW",,  50.997108,-114.119521,,,0
4602,4602,"SB LANCASTER WY@LATHOM CR SW",,  50.998030,-114.126619,,,0
4603,4603,"EB LANCASTER WY@LEDUC CR SW",,  50.998607,-114.128879,,,0
4604,4604,"SB LAKEVIEW DR@58 AV SW",,  51.001698,-114.134974,,,0
4605,4605,"SB LAKEVIEW DR@54 AV SW",,  51.003903,-114.136848,,,0
4606,4606,"SB LAKEVIEW DR@LA SALLE CR SW",,  51.005649,-114.136898,,,0
4607,4607,"WB 12 AV@4 ST NE",,  51.063363,-114.053842,,,0
4608,4608,"WB 12 AV@5 ST NE",,  51.063344,-114.051302,,,0
4609,4609,"NB 6 ST@RADFORD RD NE",,  51.061809,-114.048245,,,0
4610,4610,"WB 8 AV@REMMINGTON RD NE",,  51.059683,-114.043484,,,0
4611,4611,"WB 8 AV@RUSSET RD NE",,  51.059683,-114.041358,,,0
4612,4612,"SB REGAL CR@RADFORD RD NE",,  51.060919,-114.037239,,,0
4613,4613,"SB RENFREW DR@15 AV NE",,  51.064977,-114.034096,,,0
4614,4614,"EB 15 AV@REMMINGTON RD NE",,  51.065739,-114.037531,,,0
4615,4615,"NB REMINGTON RD@REGAL CR NE",,  51.063186,-114.039378,,,0
4616,4616,"EB REGAL CR@7 ST NE",,  51.063214,-114.045458,,,0
4617,4617,"EB REGAL CR@6 ST NE",,  51.063217,-114.047699,,,0
4618,4618,"EB 12 AV@5 ST NE",,  51.063231,-114.050039,,,0
4619,4619,"EB 12 AV@4 ST NE",,  51.063231,-114.052551,,,0
4624,4624,"EB BOW TR@26 ST SW",,  51.041430,-114.123348,,,0
4625,4625,"EB 12 AV@29 ST SW",,  51.041355,-114.129074,,,0
4626,4626,"SB SPRUCE DR@8 AV SW",,  51.044673,-114.135604,,,0
4627,4627,"SB SPRUCE DR@CEDAR CR SW",,  51.047758,-114.135228,,,0
4628,4628,"EB SPRUCE DR@37 ST SW",,  51.052217,-114.140647,,,0
4629,4629,"EB SPRUCE DR@40 ST SW",,  51.052201,-114.144772,,,0
4630,4630,"EB SPRUCE DR@42 ST SW",,  51.052228,-114.147339,,,0
4631,4631,"EB SPRUCE DR@WEDGEWOOD DR SW",,  51.052225,-114.149808,,,0
4632,4632,"EB SPRUCE DR@WINDERMERE RD SW",,  51.052218,-114.157286,,,0
4633,4633,"WB WINDERMERE RD @ WIMBLEDON CR SW",,  51.050940,-114.155766,,,0
4634,4634,"WB WINDERMERE RD@45 ST SW",,  51.050120,-114.153476,,,0
4635,4635,"NB WARWICK DR@WESTVIEW DR SW",,  51.048592,-114.157223,,,0
4636,4636,"NB 49 ST@WESTMINSTER DR SW",,  51.047177,-114.158223,,,0
4637,4637,"NB WESTMINSTER DR@8 AV SW",,  51.045491,-114.157698,,,0
4638,4638,"WB 8 AV@45 ST SW",,  51.045133,-114.153340,,,0
4639,4639,"WB 8 AV@ROSSMT RD SW",,  51.045112,-114.148419,,,0
4640,4640,"WB 8 AV@39 ST SW",,  51.045155,-114.146133,,,0
4642,4642,"WB 10 AV@19 ST SW",,  51.044637,-114.106812,,,0
4646,4646,"EB COPPERFLD BV@COPPERFLD MR SE",,  50.910784,-113.936964,,,0
4647,4647,"SB COPPERFLD BV@COPPERFLD MR SE",,  50.910314,-113.937919,,,0
4648,4648,"SB PALLISER DR@PUMP HL GA SW",,  50.962847,-114.102826,,,0
4649,4649,"SB PALLISER DR@PUMP HL RI SW",,  50.964918,-114.102198,,,0
4650,4650,"EB PALLISER DR@22 ST SW",,  50.968903,-114.112720,,,0
4651,4651,"EB PALLISER DR@24 ST SW",,  50.969383,-114.117220,,,0
4652,4652,"EB PALLISER DR@OAKDALE PL SW",,  50.969392,-114.120140,,,0
4653,4653,"NB OAKFIELD DR@OAKFIELD PL SW",,  50.968490,-114.132803,,,0
4654,4654,"EB PALLISER DR@OAKFIELD DR SW",,  50.970380,-114.130663,,,0
4655,4655,"NB OAKFIELD DR@SOUTHLND DR SW",,  50.961766,-114.132248,,,0
4656,4656,"NB CEDARILLE DR@CEDARILLE CR SW",,  50.958449,-114.135985,,,0
4657,4657,"NB CEDARILLE DR@CEDARWOOD RI SW",,  50.953444,-114.135495,,,0
4658,4658,"NB CEDARILLE DR@CEDARWOOD HL SW",,  50.956101,-114.135973,,,0
4659,4659,"WB OAKFIELD DR@W OF CEDARBK BA SW",,  50.954094,-114.125700,,,0
4660,4660,"SB 30 ST@OAKFIELD DR SW",,  50.953607,-114.129675,,,0
4661,4661,"WB OAKFIELD DR@26 ST SW",,  50.954126,-114.121526,,,0
4662,4662,"WB 98 AV@PALISCLIFFE RD SW",,  50.965048,-114.115437,,,0
4663,4663,"WB 98 AV@PALISHALL RD SW",,  50.965061,-114.111206,,,0
4664,4664,"SB 24 ST@98 AV SW",,  50.964404,-114.118127,,,0
4665,4665,"SB 19 ST@PALLISER DR SW",,  50.966283,-114.106430,,,0
4666,4666,"WB PALLISER DR@PUMP HL PL SW",,  50.965968,-114.103159,,,0
4667,4667,"NB PALLISER DR@PUMP HL GA SW",,  50.963811,-114.101797,,,0
4668,4668,"SB BARLOW TR@CNTRY HLS BV NE",,  51.153332,-114.001943,,,0
4669,4669,"WB 9 AV@20 ST SE",,  51.034767,-114.018366,,,0
4670,4670,"NB 17 ST@24 AV SE",,  51.032266,-114.019040,,,0
4671,4671,"NB 17 ST@26 AV SE",,  51.030872,-114.019058,,,0
4672,4672,"NB 17 ST@28 AV SE",,  51.029323,-114.019001,,,0
4673,4673,"SB 20 ST@9 AV SE",,  51.034151,-114.018548,,,0
4674,4674,"SB 17 ST@26 AV SE",,  51.030203,-114.019287,,,0
4675,4675,"SB 17 ST@24 AV SE",,  51.031595,-114.019212,,,0
4676,4676,"SB BARLOW TR@FREEPORT BV NE",,  51.149986,-114.001974,,,0
4677,4677,"SB BARLOW TR@100 AV NE",,  51.142461,-114.002104,,,0
4678,4678,"NB ROYAL BIRCH BV@ROYAL OAK DR NW",,  51.148162,-114.216988,,,0
4679,4679,"NB 8 ST@19 AV SW",,  51.036448,-114.081700,,,0
4680,4680,"EB 36 AV@14 ST SW",,  51.021608,-114.094028,,,0
4681,4681,"NB 10 ST@36 AV SW",,  51.021886,-114.087864,,,0
4682,4682,"EB 36 AV@12 ST SW",,  51.021607,-114.091104,,,0
4683,4683,"EB 38 AV@16 ST SW",,  51.020106,-114.099826,,,0
4684,4684,"NB 16 ST@40 AV SW",,  51.018492,-114.100383,,,0
4685,4685,"NB 16 ST@42 AV SW",,  51.016405,-114.100400,,,0
4686,4686,"NB 16 ST@44 AV SW",,  51.014687,-114.100393,,,0
4687,4687,"EB 50 AV@19 ST SW",,  51.008618,-114.105933,,,0
4688,4688,"NB 16 ST@50 AV SW",,  51.009174,-114.100423,,,0
4689,4689,"NB 16 ST@48 AV SW",,  51.011036,-114.100421,,,0
4690,4690,"EB 50 AV@21A ST SW",,  51.008645,-114.113188,,,0
4691,4691,"WB MCKENZ TOWNE DR@ELGIN ST SE",,  50.906123,-113.967538,,,0
4692,4692,"SB 10 ST@N OF 72 AV NE",,  51.119188,-114.040442,,,0
4693,4693,"SB 10 ST@N OF 72 AV NE",,  51.121083,-114.042108,,,0
4694,4694,"NB 8 ST@N OF 72 AV NE",,  51.120042,-114.043260,,,0
4695,4695,"NB 8 ST@72 AV NE",,  51.118178,-114.044251,,,0
4697,4697,"SB 16 ST@48 AV SW",,  51.010222,-114.100600,,,0
4698,4698,"SB 16 ST@46 AV SW",,  51.012048,-114.100586,,,0
4699,4699,"SB 16 ST@42 AV SW",,  51.015754,-114.100611,,,0
4700,4700,"SB 16 ST@40 AV SW",,  51.017750,-114.100587,,,0
4701,4701,"SB 16 ST@38 AV SW",,  51.019783,-114.100588,,,0
4702,4702,"WB 38 AV@15 ST SW",,  51.020227,-114.098193,,,0
4703,4703,"SB 12 ST@COUNCIL WY SW",,  51.023735,-114.090928,,,0
4704,4704,"WB 36 AV@12 ST SW",,  51.021730,-114.091325,,,0
4705,4705,"SB 14 ST@36 AV SW",,  51.021277,-114.094804,,,0
4706,4706,"SB CARLETON ST@FRONTENAC AV SW",,  51.029500,-114.089098,,,0
4707,4707,"SB CARLETON ST@12 ST SW",,  51.030895,-114.089139,,,0
4708,4708,"WB PROSPECT AV@10 ST SW",,  51.032463,-114.086359,,,0
4709,4709,"WB PROSPECT AV@8 ST SW",,  51.032454,-114.084219,,,0
4710,4710,"SB 8 ST@DURHAM AV SW",,  51.033987,-114.082925,,,0
4711,4711,"SB 8 ST@19 AV SW",,  51.035761,-114.081929,,,0
4712,4712,"WB 11 AV@4 ST SW",,  51.042714,-114.072217,,,0
4713,4713,"WB CNTRY HLS BV@COVNTRY BV NE",,  51.154428,-114.043221,,,0
4714,4714,"SB 8 ST@N OF 72 AV NE",,  51.119333,-114.043663,,,0
4715,4715,"NB 10 ST@N OF 72 AV NE",,  51.121290,-114.042109,,,0
4716,4716,"NB 10 ST@N OF 72 AV NE",,  51.119575,-114.040446,,,0
4717,4717,"NB 10 ST@72 Av NE",,  51.118262,-114.040087,,,0
4718,4718,"EB TUSC ESTS DR@TUSC GLEN PA NW",,  51.114347,-114.248301,,,0
4719,4719,"SB TUSC GLEN RD@TUSC GLEN PA NW",,  51.116327,-114.250284,,,0
4720,4720,"SB TUSC GLEN RD@TUSC DR NW",,  51.118033,-114.249382,,,0
4721,4721,"WB CNTRY HLS BV@HRVST HLS GA NE",,  51.154380,-114.048802,,,0
4722,4722,"WB TARADALE DR @ TARARIDGE DR NE",,  51.113925,-113.941203,,,0
4723,4723,"WB TARADALE DR @ TARACOVE RD NE",,  51.114122,-113.937746,,,0
4724,4724,"WB TARADALE DR @ TARAVISTA ST NE",,  51.114166,-113.934614,,,0
4725,4725,"WB TARADALE DR @ TARINGTON RD NE",,  51.114161,-113.932028,,,0
4729,4729,"SAGE HILL DR@144 AVE NW",,  51.182415,-114.141365,,,0
4730,4730,"SAGE HILL DR@SAGE HILL WY NW",,  51.178475,-114.141351,,,0
4731,4731,"NB CNTRY VLGE WY@CNTRY HLS BV NE",,  51.154862,-114.060772,,,0
4732,4732,"SAGE VALLEY BLVD@SAGE HILL VIEW NW",,  51.176028,-114.146153,,,0
4733,4733,"SAGE VALLEY BLVD@SAGE VALLEY RD NW",,  51.176035,-114.150832,,,0
4734,4734,"SAGE VALLEY RD@SAGE VALLEY BLVD NW",,  51.176342,-114.153489,,,0
4735,4735,"WB SUN VLY BV@MIDPARK BV SW",,  50.906636,-114.056057,,,0
4736,4736,"WB CNTRY VLGE WY@CNTRY VLGE CV NE",,  51.155910,-114.061320,,,0
4737,4737,"NB SHAWVILLE BV@SHAWVILLE GA SE",,  50.899940,-114.063393,,,0
4738,4738,"WB CNTRY VLGE WY@HRVST HLS BV N",,  51.156785,-114.068931,,,0
4739,4739,"SB SOMERCREST ST@SOMERSIDE GV SW",,  50.901562,-114.090446,,,0
4740,4740,"SB SOMERCREST ST@162 AV SW",,  50.903458,-114.090001,,,0
4741,4741,"NB SOMERCREST ST@SOMERSIDE GV SW",,  50.902451,-114.090035,,,0
4742,4742,"NB SOMERCREST ST@SOMERSET DR SW",,  50.900802,-114.089540,,,0
4743,4743,"WB SOMERSET DR@SOMERCREST GD SW",,  50.901179,-114.086999,,,0
4744,4744,"WB SOMERSET DR@SOMERCREST CI SW",,  50.900884,-114.081313,,,0
4745,4745,"NB MIDPARK BV@MIDPARK GA SE",,  50.910752,-114.061972,,,0
4746,4746,"WB MIDPARK BV@MIDLAKE WY SE",,  50.908315,-114.059138,,,0
4747,4747,"EB MIDPARK BV@MIDPARK WY SE",,  50.908145,-114.057755,,,0
4748,4748,"SB MIDPARK BV@MIDPARK WY SE",,  50.909917,-114.062025,,,0
4749,4749,"SB MIDPARK BV@MIDPARK WY SE",,  50.912160,-114.061812,,,0
4750,4750,"EB SHWNSSY BV@E OF SHWNSSY DR SW",,  50.913923,-114.081508,,,0
4751,4751,"EB SHWNSSY BV@SHWNSSY DR SW",,  50.913907,-114.083742,,,0
4752,4752,"EB SHWNSSY BV@W OF SHAWINIGAN DR SW",,  50.913906,-114.086233,,,0
4753,4753,"EB SHWNSSY BV@MILLRISE DR SW",,  50.913893,-114.091839,,,0
4754,4754,"SB MILLRISE DR@MILLVIEW RD SW",,  50.916987,-114.092529,,,0
4755,4755,"WB MILLRISE DR@MILLCREST RD SW",,  50.917943,-114.087602,,,0
4756,4756,"WB MILLRISE DR@MILLRISE WY SW",,  50.917603,-114.082273,,,0
4757,4757,"WB MILLRISE DR@MILLSIDE DR SW",,  50.917103,-114.079188,,,0
4758,4758,"SB MILLRISE BV@MILLRISE DR SW",,  50.916947,-114.074744,,,0
4759,4759,"WB 1 AV@7 ST NE",,  51.053323,-114.046302,,,0
4760,4760,"WB 1 AV@8 ST NE",,  51.053318,-114.043605,,,0
4761,4761,"WB 1 AV@9 ST NE",,  51.053313,-114.040950,,,0
4762,4762,"WB 1 AV@EDMONTON TR NE",,  51.053336,-114.049655,,,0
4763,4763,"WB 1 AV@12 ST NE",,  51.053298,-114.034315,,,0
4764,4764,"SB CASTLERDG BV@WESTWINDS CR NE",,  51.106923,-113.969028,,,0
4765,4765,"NB SHAWNEE DR@S OF SHAWNEE GD SW",,  50.928688,-114.090674,,,0
4766,4766,"WB SHAWNEE DR@SHAWNEE CR SW",,  50.926545,-114.084489,,,0
4767,4767,"WB SHAWNEE DR@SHAWNEE CO SW",,  50.925310,-114.080410,,,0
4768,4768,"EB SHANNON AV@SHAWBKE RD SW",,  50.909579,-114.093417,,,0
4769,4769,"SB SHAWINIGAN DR@SHANNON MR SW",,  50.910537,-114.090370,,,0
4770,4770,"SB SHAWINIGAN DR@SHWNSSY BV SW",,  50.913458,-114.089547,,,0
4771,4771,"WB CHAPARRAL DR@CHAPARRAL GR SE",,  50.882909,-114.042624,,,0
4772,4772,"NB CHAPARRAL DR@CHAPALA GA SE",,  50.880066,-114.037628,,,0
4773,4773,"EB UNVRSTY DR@12 AV NW",,  51.061040,-114.118278,,,0
4774,4774,"SB CHAPALA DR@CHAPALA RD SE",,  50.878575,-114.031368,,,0
4775,4775,"SB CHAPALA DR@CHAPALA WY SE",,  50.880973,-114.029466,,,0
4776,4776,"WB CHAPALA WY@CHAPMAN LI SE",,  50.881045,-114.027698,,,0
4777,4777,"SB CHAPARRAL BV@CHAPALA WY SE",,  50.881440,-114.024829,,,0
4778,4778,"SB CHAPARRAL BV@S OF CHAPARRAL DR SE",,  50.883382,-114.024777,,,0
4779,4779,"SB CHAPARRAL BV@CHAPARRAL DR SE",,  50.885328,-114.024895,,,0
4780,4780,"EB JMS MCKEVITT RD@EVERGR ST SW",,  50.921235,-114.094099,,,0
4781,4781,"WB SHANNON AV@SHANNON CM SW",,  50.909630,-114.095121,,,0
4782,4782,"EB SHANNON AV@SHANNON GD SW",,  50.909244,-114.097678,,,0
4783,4783,"SB COVNTRY HLS WY@N OF COVEPARK SQ NE",,  51.166862,-114.061882,,,0
4784,4784,"NB EVERSTONE DR@EVERSTONE BV SW",,  50.911143,-114.105300,,,0
4785,4785,"NB CRANSTON DR@CRANSTON WY SE",,  50.886491,-113.987876,,,0
4788,4788,"SB CRANSTON DR@CRANBERRY SQ SE",,  50.890489,-113.976880,,,0
4789,4789,"WB MACDONALD AV@8 ST SE",,  51.041265,-114.042575,,,0
4790,4790,"NB 8 ST@11 AV SE",,  51.040433,-114.041686,,,0
4791,4791,"WB 50 AV@22 ST SW",,  51.008815,-114.114247,,,0
4792,4792,"EB CE AV@16 ST SE",,  51.052364,-114.015308,,,0
4793,4793,"WB CRANSTON BV@CRANFIELD LI SE",,  50.893946,-113.987437,,,0
4794,4794,"SB CRANSTON BV@CRANLEIGH DR SE",,  50.893133,-113.986593,,,0
4795,4795,"Shawnessy LRT Station sb",,  50.910552,-114.070095,,,0
4796,4796,"Shawnessy LRT Station sb",,  50.910877,-114.070160,,,0
4797,4797,"Shawnessy LRT Station nb",,  50.910910,-114.069688,,,0
4798,4798,"Shawnessy LRT Station nb",,  50.910687,-114.069745,,,0
4799,4799,"NB MCCALL WY @ GEORGE CRAIG BV NE",,  51.095571,-114.009483,,,0
4800,4800,"SB MACLEOD TR@45 ST SW",,  51.012466,-114.066224,,,0
4801,4801,"SB MACLEOD TR@42 AV SW",,  51.015516,-114.064820,,,0
4802,4802,"NB MISSION RD@36 AV SE",,  51.021883,-114.060110,,,0
4803,4803,"NB MACLEOD TR@38A ST SE",,  51.020046,-114.061467,,,0
4804,4804,"NB MACLEOD TR@45 AV SW",,  51.013291,-114.065402,,,0
4805,4805,"NB MACLEOD TR@46 AV SW",,  51.011655,-114.066147,,,0
4806,4806,"SB MACLEOD TR@56 AV SW",,  51.003624,-114.071231,,,0
4807,4807,"SB MACLEOD TR@53 AV SW",,  51.005219,-114.070260,,,0
4808,4808,"SB FAIRMT DR@FREDSON DR SE",,  50.981935,-114.060057,,,0
4809,4809,"SB FAIRMT DR@FARRELL RD SE",,  50.985551,-114.060056,,,0
4810,4810,"SB FAIRMT DR@FAIRVIEW DR SE",,  50.987410,-114.062433,,,0
4811,4811,"SB FAIRMT DR@FRANKLIN DR SE",,  50.989211,-114.063944,,,0
4812,4812,"NB FAIRMOUNT DR @ FARRELL RD SE",,  50.992406,-114.063642,,,0
4813,4813,"NB FAIRMOUNT DR @ FRANKLIN DR SE",,  50.989302,-114.063639,,,0
4814,4814,"NB FAIRMOUNT DR @ FAIRVIEW DR SE",,  50.987938,-114.063027,,,0
4815,4815,"NB FAIRMOUNT DR @ 78 AV SE",,  50.984309,-114.060391,,,0
4816,4816,"NB FAIRMOUNT DR @ FREDSON DR SE",,  50.982479,-114.059866,,,0
4817,4817,"SB FAIRMT DR@96 AV SE",,  50.966399,-114.058902,,,0
4818,4818,"SB FAIRMT DR@94 AV SE",,  50.968278,-114.059239,,,0
4819,4819,"SB BRIDLERDG WY@BRIDLERDG HT SW",,  50.902886,-114.110421,,,0
4820,4820,"SB BRIDLERDG WY@BRIDLEGLEN MR SW",,  50.905346,-114.110610,,,0
4821,4821,"EB 162 AV@BRIDLERDG WY SW",,  50.906591,-114.109665,,,0
4824,4824,"WB 162 AV@EVERSTONE DR SW",,  50.906939,-114.106286,,,0
4825,4825,"SB FAIRMT DR@90 AV SE",,  50.971832,-114.059257,,,0
4826,4826,"SB FAIRMT DR@88 AV SE",,  50.973657,-114.059597,,,0
4827,4827,"SB FAIRMT DR@84 AV SE",,  50.977402,-114.060044,,,0
